Source	Target	Type	Id	Label	timeset	Weight
ashdawes85	"RT @SkySportsStatto: Tony Pulis has left West Brom after almost 3 years in charge, with a record of:
P106 W31 D31 L44
Scored less than a go…"	Directed	16549			1
thewriteguyuk	thewriteguyuk	Directed	16550			1
thewriteguyuk	So, with Tony PUlis gone, which manager do West Brom think they can land, exactly? https://t.co/H49XkP38bq	Directed	16551			1
caravaggio12	thewriteguyuk	Directed	16552			1
caravaggio12	RT @TheWriteGuyUK: So, with Tony PUlis gone, which manager do West Brom think they can land, exactly? https://t.co/H49XkP38bq	Directed	16553			1
caravaggio12	wba	Directed	16554			1
caravaggio12	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16555			2
caravaggio12	garylineker	Directed	16556			1
e_shaikh	sport360	Directed	16558			1
e_shaikh	RT @Sport360: BREAKING: Tony Pulis has been sacked as #WBAFC boss after a barren run of form which has left the Baggies close to the relega…	Directed	16559			1
gunradi	gunradi	Directed	16560			1
gunradi	Michael O'Neill early favourite to take over at West Brom following Tony Pulis departure https://t.co/2JWthOn69b https://t.co/Uoe5BmI647	Directed	16561			1
_kgotlello	premierleague	Directed	16562			1
_kgotlello	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16563			1
harouttopajian	wba	Directed	16564			1
harouttopajian	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	16565			1
jonesles25	bbcsport	Directed	16566			1
jonesles25	"RT @BBCSport: Tony Pulis has been sacked by West Brom. 

Latest 👉 https://t.co/km7djGph9C #wba https://t.co/KHyhUcV9BE"	Directed	16567			1
supermac430	wba	Directed	16568			1
supermac430	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	16569			1
rathian1	wba	Directed	16570			1
rathian1	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16571			2
rathian1	skysportsnews	Directed	16572			1
gatwardian	gatwardian	Directed	16574			1
gatwardian	Feel for Tony Pulis at West Brom and all other managers that fans want to get rid off but feel players don’t take r… https://t.co/oohnDwdGH2	Directed	16575			1
verdierofficial	wba	Directed	16576			1
verdierofficial	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16577			2
verdierofficial	garylineker	Directed	16578			1
jimbrown67bhoys	cjardie8	Directed	16580			1
jimbrown67bhoys	@cjardie8 You could have Tony Pulis pal	Directed	16581			1
scholesay	nystyr	Directed	16582			1
scholesay	RT @nystyr: Next weekend will be the first Premier League weekend without Tony Pulis or Sam Allardyce since 2008. I SWEAR YOU'LL NEVER SEE…	Directed	16583			1
liammurphy___	oldbob1944	Directed	16584			1
liammurphy___	RT @oldbob1944: Sad to see a Hard Brexit manager like Tony Pulis go. Another foreign chairman sacks a British manager. They will probably g…	Directed	16585			1
longyreturns	thatant_	Directed	16586			1
longyreturns	RT @ThatAnt_: Tony Pulis : yeah I’ve been sacked after 2 wins in 21 but what about Villa eh? They’re championship.	Directed	16587			1
lacagunman	rorysmith	Directed	16588			1
lacagunman	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16589			1
antagon1	antagon1	Directed	16590			1
antagon1	TONY PULIS ATUPIWA VIRAGO WEST BROMWICH ALBION https://t.co/YfiwvbFJbc	Directed	16591			1
tfs_astonvilla	tfs_astonvilla	Directed	16592			1
tfs_astonvilla	Tony Pulis’s diversion tactic of talking about #avfc all the time to keep fans on side seems to have finally worn… https://t.co/zWclW8kaaX	Directed	16593			1
niallhealy11	radiocleary	Directed	16594			1
niallhealy11	RT @offtheball: Pep Guardiola is taking the sacking of Tony Pulis hard (Via @RadioCleary) https://t.co/o7p2hS7Aon	Directed	16595			2
niallhealy11	offtheball	Directed	16596			1
danielps10	danielps10	Directed	16598			1
danielps10	Goleado pelo Chelsea no The Hawthorns, o West Bromwich demitiu o técnico Tony Pulis https://t.co/1Dyh860k2B	Directed	16599			1
jacobhastings1	rorysmith	Directed	16600			1
jacobhastings1	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16601			1
ulrich_gunner	1886_blog	Directed	16602			1
ulrich_gunner	"RT @1886_blog: Tony Pulis has been sacked. 

HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA…"	Directed	16603			1
mikemkaranja	wba	Directed	16604			1
mikemkaranja	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16605			2
mikemkaranja	skysportsnews	Directed	16606			1
pacodarobot	wba	Directed	16608			1
pacodarobot	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16609			2
pacodarobot	garylineker	Directed	16610			1
yoms01	rorysmith	Directed	16612			1
yoms01	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16613			1
junction_ate	junction_ate	Directed	16614			1
junction_ate	What a hectic day already. Crazy Charles Manson went and popped his clogs. Tennis great Jana Novotna unfortunately… https://t.co/x4GXx9YhCo	Directed	16615			1
d34451c9d079422	wba	Directed	16616			1
d34451c9d079422	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16617			2
d34451c9d079422	skysportsnews	Directed	16618			1
siji_o	wba	Directed	16620			1
siji_o	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16621			2
siji_o	garylineker	Directed	16622			1
lifematician	premierleague	Directed	16624			1
lifematician	RT @OptaJoe: 0-4 - This was Tony Pulis’ joint heaviest home @premierleague defeat, matching his 4-0 defeats to Man City (October 2016) and…	Directed	16625			2
lifematician	optajoe	Directed	16626			1
richieowen33	lfcstanleyhouse	Directed	16628			1
richieowen33	RT @LFCStanleyHouse: That should be the end of Tony Pulis being a Premier League manager. If West Brom decide you're too shite for them the…	Directed	16629			1
stewartcroz	paddypower	Directed	16630			1
stewartcroz	"RT @paddypower: West Brom fans didn't like the football he played. 

But my God, Tony Pulis looked a million dollars in a tracksuit and box…"	Directed	16631			1
mikemundell96	elliothackney	Directed	16632			1
mikemundell96	RT @ElliotHackney: A great time for us all to enjoy the best Tony Pulis video that has ever existed: https://t.co/v6dOgNZwFO	Directed	16633			1
anesak23	wba	Directed	16634			2
anesak23	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16635			2
anesak23	skysportsnews	Directed	16636			2
anesak23	"RT @SkySportsNews: WATCH: @WBA sack manager Tony Pulis.

More on #SSN now. https://t.co/Yoo6oIb3N2"	Directed	16639			2
wintthechief	rorysmith	Directed	16642			1
wintthechief	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16643			1
official_davec	oddsbible	Directed	16644			1
official_davec	"RT @ODDSbible: West Brom have sacked Tony Pulis

One of his best highlights was locking up Saido Berahino during the transfer window...

(🎥…"	Directed	16645			1
phoenixdwyer	wba	Directed	16646			1
phoenixdwyer	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16647			2
phoenixdwyer	skysportsnews	Directed	16648			1
rodneymarsh10	rodneymarsh10	Directed	16650			1
rodneymarsh10	&gt;Tony Pulis once advocated for a 10oz football so it would become airborne quicker?  #fakenews	Directed	16651			1
hatton_paul	rodneymarsh10	Directed	16652			1
hatton_paul	RT @RodneyMarsh10: &gt;Tony Pulis once advocated for a 10oz football so it would become airborne quicker?  #fakenews	Directed	16653			1
sirtylerjamesss	sirtylerjamesss	Directed	16654			1
sirtylerjamesss	Tony Pulis Sacked As West Brom Manager. Finally. Never Seen Such a Boring Manager In My Life. He Was Truly Awful. G… https://t.co/xGtFqaszbq	Directed	16655			1
jamesjones_55	jamesjones_55	Directed	16656			1
jamesjones_55	"I'm re-imagining ""Candle in the Wind"" as a tribute to Tony Pulis's negative football. What are you doing with your morning?"	Directed	16657			1
brianmarkey1	toffeetvefc	Directed	16658			1
brianmarkey1	@ToffeeTVEFC Tony Pulis will keep us up 😏	Directed	16659			1
joleonbusby	premierleague	Directed	16660			1
joleonbusby	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16661			1
jnw20__	panditfootball	Directed	16662			1
jnw20__	RT @panditfootball: [INFO] Tony Pulis dipecat dari jabatan manajer West Bromwich Albion. Liga Primer keras, Bung!	Directed	16663			1
_denchtastic	premierleague	Directed	16664			1
_denchtastic	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16665			1
_denchtastic	wba	Directed	16666			1
_denchtastic	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	16667			1
guiderover68	guiderover68	Directed	16668			1
guiderover68	Tony Pulis for Wales?🤔	Directed	16669			1
williamdeeley2	wba	Directed	16670			1
williamdeeley2	RT @GaryLineker: Tony Pulis has been sacked by @WBA. Looking around at those available the best man to help them stay up could well be....T…	Directed	16671			2
williamdeeley2	garylineker	Directed	16672			1
nehamorris	azharazam	Directed	16674			1
nehamorris	RT @AzharAzam: Is India Really a Victim of Terrorism as the Fiend Kindles in Iraq but Trims in Afghanistan, Pakistan, Nigeria &amp; Syria https…	Directed	16675			1
soulja_slimx	rorysmith	Directed	16676			1
soulja_slimx	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16677			1
aadarsh21	manutd	Directed	16678			1
aadarsh21	@ManUtd tony pulis is available.. You won't know the difference	Directed	16679			1
ssempala_philly	wba	Directed	16680			1
ssempala_philly	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16681			2
ssempala_philly	skysportsnews	Directed	16682			1
lulu_graezinski	richjolly	Directed	16684			1
lulu_graezinski	"RT @RichJolly: Guardiola on Pulis: ""A big hug for Tony. He was an amazing man, so gentle."""	Directed	16685			1
pastor_keyworth	premierleague	Directed	16686			1
pastor_keyworth	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16687			1
neuro_words	wba	Directed	16688			1
neuro_words	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16689			2
neuro_words	skysportsnews	Directed	16690			1
oldyooda	conteholic	Directed	16692			1
oldyooda	RT @Conteholic: Tony Pulis has been sacked by Eden Hazard. More to follow.	Directed	16693			1
baggiesroses	magicmxzza	Directed	16694			1
baggiesroses	RT @MagicMxzza: BREAKING: West Brom fans react to the news that Tony Pulis has been sacked. #wba #pulis  https://t.co/g5BMtvyANB	Directed	16695			1
adottz_arif	rorysmith	Directed	16696			1
adottz_arif	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16697			1
livesportsnews5	wba	Directed	16698			1
livesportsnews5	@WBA have sacked Tony Pulis after a poor run of form have left the Baggies 17th and 1 point above the drop zone	Directed	16699			1
ashraaan	mancity	Directed	16700			1
ashraaan	RT @ManCity: #PEP: A big hug for Tony Pulis. It’s so difficult now. We have to accept that. Everybody knows when managers don’t have result…	Directed	16701			1
jadwal_hklpi	wba	Directed	16702			1
jadwal_hklpi	"Tony Pulis (@WBA) menjadi Pelatih ke-5 yang di PECAT oleh Klub-nya

Klik: https://t.co/ah9ycGKZZc #WBA"	Directed	16703			1
jadwal_hklpi	jadwal_hklpi	Directed	16704			1
jadwal_hklpi	RESMI: West Bromwich Albion Telah Mengumumkan Berpisah Dengan Tony Pulis https://t.co/j7jK8vfd29	Directed	16705			1
tomtoon09	oddsbible	Directed	16706			1
tomtoon09	"RT @ODDSbible: West Brom have sacked Tony Pulis

One of his best highlights was locking up Saido Berahino during the transfer window...

(🎥…"	Directed	16707			1
prosoccertalk	prosoccertalk	Directed	16708			1
prosoccertalk	A change was needed at the Hawthorns, but #WBA cannot repeat past ills in replacing Tony Pulis https://t.co/LXg60kJaGD	Directed	16709			1
mcjblow	rorysmith	Directed	16710			1
mcjblow	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16711			1
dedeangkara_	wba	Directed	16712			1
dedeangkara_	"RT @WBA: Club statement on Head Coach Tony Pulis...

#WBA 

https://t.co/Br6CXyHUA0"	Directed	16713			1
fahaddahmed	wba	Directed	16714			1
fahaddahmed	RT @SkySportsNews: BREAKING: @WBA have sacked manager Tony Pulis #ssn https://t.co/nWiNfVSQ9M	Directed	16715			2
fahaddahmed	skysportsnews	Directed	16716			1
jaakkokoo	rorysmith	Directed	16718			1
jaakkokoo	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16719			1
beasky_a	premierleague	Directed	16720			1
beasky_a	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16721			1
itsthendawg	itsthendawg	Directed	16722			1
itsthendawg	Would hated to be suscepted to any era of management under Tony Pulis. Absolutely no hope when a man like that is i… https://t.co/kbE043gzzx	Directed	16723			1
a_k_a_percy	rorysmith	Directed	16724			1
a_k_a_percy	RT @RorySmith: Farewell, Tony Pulis. If God had wanted us to play football on the ground, he wouldn’t have invented the sky.	Directed	16725			1
wmnsport	mirrorfootball	Directed	16726			1
wmnsport	RT @MirrorFootball: FULL STORY: Pulis sacked after two wins in 21 as Gary Megson takes temporary charge https://t.co/FBCIsy5R8y https://t.c…	Directed	16727			1
luuuick	elspanishgooner	Directed	16728			1
luuuick	RT @elspanishgooner: Spurs humiliated, the press triggered because of a gif, Tony Pulis sacked. If this is a dream don’t you dare waking me…	Directed	16729			1
gasgirl61	mary_surry	Directed	16730			1
gasgirl61	"RT @Mary_Surry: Let the ""Tony Pulis to manage Bristol Rovers"" rumours begin! #UTG"	Directed	16731			1
iinzii_02	premierleague	Directed	16732			1
iinzii_02	"RT @premierleague: West Brom have announced the departure of Tony Pulis

More ➡️ https://t.co/WVqniOknbR https://t.co/iTM3UPO3hF"	Directed	16733			1
80yeye80	delinquentweet	Directed	16734			1
80yeye80	"RT @delinquentweet: - Il WBA ha appena esonerato Tony Pulis
- La Nazionale Italiana è a caccia di un traghettatore

Lo sappiamo fare 2+2 o…"	Directed	16735			1
kev123scotland	davidpeat1	Directed	16736			1
kev123scotland	RT @DavidPeat1: The Tony Pulis starter pack. https://t.co/57WIUHuCPE	Directed	16737			1
active_souls	wba	Directed	16738			1
active_souls	RT @DeadlineDayLive: BREAKING: West Brom have sacked manager Tony Pulis. (Source: @WBA) https://t.co/UIrBkBfHUF	Directed	16739			2
